Intent,Question,Answer
question_data_set,where in oregon is albany,"Albany is the 11th largest city in the U.S. state of Oregon , and is the county seat of Linn County ."
question_data_set,where in oregon is albany,"It is located in the Willamette Valley at the confluence of the Calapooia River and the Willamette River in both Linn and Benton counties, just east of Corvallis and south of Salem ."
question_data_set,who wrote what's my name rihanna,"The R&B song was produced by the Norwegian production duo StarGate , and was written by the duo along with Ester Dean , Traci Hale , and Drake ."
question_data_set,what year did isaac newton die,Sir Isaac Newton (25 December 164220 March 1727) was an English physicist and mathematician who is widely regarded as one of the most influential scientists of all time and as a key figure in the scientific revolution .
question_data_set,what is a constant in math?,"A mathematical constant is a special number , usually a real number , that is ""significantly interesting in some way""."
question_data_set,when did abraham lincoln write the emancipation proclamation??,"The Emancipation Proclamation was an order issued to all segments of the Executive branch (including the Army and Navy) of the United States by President Abraham Lincoln on January 1, 1863, during the American Civil War ."
question_data_set,what part of the pre-world war 1 arms race was the most intense?,"The causes of World War I , which began in central Europe in late July 1914 and finished in 1918, included many factors, such as the conflicts and hostility of the four decades leading up to the war."
question_data_set,who owns land rover,"It is part of the Jaguar Land Rover group, a subsidiary of Tata Motors of India."
question_data_set,what states have legalized prostitution,"Currently, Nevada is the only state to allow brothel prostitution, the terms of which are stipulated in the Nevada Revised Statutes."
question_data_set,what states are on the east coast,"The states which have shoreline on the East Coast are, from north to south, the U.S. states of Maine , New Hampshire , Massachusetts , Rhode Island , Connecticut , New York , New Jersey , Delaware , Maryland , Virginia , North Carolina , South Carolina , Georgia , and Florida ."
question_data_set,when president nixon resigns,"Richard Milhous Nixon (January 9, 1913 – April 22, 1994) was the 37th President of the United States , serving from 1969 to 1974, when he became the only president to resign the office."
question_data_set,when did sertraline come on the market,It was introduced to the market by Pfizer in 1991.
question_data_set,where fourth of july came from,"Independence Day, commonly known as the Fourth of July, is a federal holiday in the United States commemorating the adoption of the Declaration of Independence on July 4, 1776, declaring independence from the Kingdom of Great Britain ."
question_data_set,when did secretariat win,"Secretariat (March 30, 1970 – October 4, 1989) was an American Thoroughbred racehorse that in 1973 became the first U.S. Triple Crown champion in 25 years."
question_data_set,what are batteries made up of,"Automotive SLI batteries are usually lead-acid type, and are made of six galvanic cells in series to provide a 12 volt system."
question_data_set,what are batteries made up of,"Lead-acid batteries are made up of plates of lead and separate plates of lead dioxide , which are submerged into an electrolyte solution of about 38% sulfuric acid and 62% water ."
question_data_set,what is a full job time??,Full-time employment is employment in which a person works a minimum number of hours defined as such by his/her employer.
question_data_set,what are the three primary colors in the subtractive color model,"The overlapping subtractive yellow, cyan and red (magenta) image elements can clearly be seen."
question_data_set,what are layers of the ionosphere,"The ionosphere is a region of the upper atmosphere , from about to altitude, and includes the thermosphere and parts of the mesosphere and exosphere ."
